FEATURE,NORM,THRESHOLD,WEIGHTED,accuracy,ap,auroc,base_rate,f1,threshold
surprisal,len,2.75,True,0.6297640653357531,0.3342893708472644,0.6677104660965916,0.20689655172413793,0.43333333333333335,0.006682594617207845
surprisal,len,3.0,False,0.6733212341197822,0.3474854211810749,0.674153920269782,0.20689655172413793,0.45454545454545453,0.02247191011235955
surprisal,len,3.0,True,0.705989110707804,0.32403127841440993,0.664197679553575,0.20689655172413793,0.43356643356643354,0.029865549160883978
surprisal,len,3.25,False,0.676950998185118,0.33923549796400976,0.6612469388574411,0.20689655172413793,0.44375,0.0196078431372549
surprisal,len,3.25,True,0.6642468239564429,0.30957022765769954,0.6553856035970934,0.20689655172413793,0.43425076452599387,0.005009392329624721
surprisal,len,3.5,False,0.6715063520871143,0.30280162952817435,0.6488417840941025,0.20689655172413793,0.43260188087774293,0.010526315789473684
surprisal,len,3.5,True,0.6678765880217786,0.30259081099421203,0.6503874101730298,0.20689655172413793,0.42990654205607476,0.001339012317443162
surprisal,len,3.75,False,0.7132486388384754,0.2780436087734234,0.6344493958007146,0.20689655172413793,0.427536231884058,0.01904761904761905
surprisal,len,3.75,True,0.6987295825771325,0.29219627453453634,0.6374302460957887,0.20689655172413793,0.4236111111111111,0.005001340816223544
surprisal,len,4.0,False,0.6950998185117967,0.2596339182625881,0.6178188606527761,0.20689655172413793,0.39568345323741005,0.006535947712418301
surprisal,len,4.0,True,0.6987295825771325,0.2773981843151875,0.621823437311815,0.20689655172413793,0.39855072463768115,0.00027679674553148675
surprisal,len,4.25,False,0.7096188747731398,0.2379808953378832,0.6095587940101971,0.20689655172413793,0.38461538461538464,0.006535947712418301
surprisal,len,4.25,True,0.7114337568058077,0.26519845547693793,0.6134529688064555,0.20689655172413793,0.3861003861003861,0.0007421985950345308
surprisal,len,4.5,False,0.7223230490018149,0.22817839634190612,0.5948050905295275,0.20689655172413793,0.3598326359832636,0.007874015748031496
surprisal,len,4.5,True,0.7186932849364791,0.25191659093201635,0.598087036814003,0.20689655172413793,0.35684647302904565,0.00014022191365559896
surprisal,len,4.75,False,0.20689655172413793,0.21854996292125475,0.5830222008109519,0.20689655172413793,0.34285714285714286,0.0
surprisal,len,4.75,True,0.7386569872958257,0.2414283797235754,0.58685615640933,0.20689655172413793,0.34545454545454546,0.0038825670878092446
surprisal,len,5.0,False,0.20689655172413793,0.22280101690189233,0.5816471957926854,0.20689655172413793,0.34285714285714286,0.0
surprisal,len,5.0,True,0.20689655172413793,0.2356658414908276,0.5845076076919988,0.20689655172413793,0.34285714285714286,0.0
